,Number_of_Pitches,Number_of_Pitch_Classes,Range,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Most_Common_Melodic_Interval,Total_Number_of_Notes,Prevalence_of_Dotted_Notes,Average_Note_Duration,Variability_of_Note_Durations,Number_of_Pitched_Instruments
"C:\Users\Rache\Desktop\music analytics\MIDIS\Tonya_Harding_by_Sufjan_Stevens.mid",23.0, 7.0, 50.0, 2.0, 65.0, 5.884, 71.0, 11.0, 16.0, 10.6, 2.0, 121.0, 0.5124, 0.7892, 0.5426, 1.0
