,Number_of_Pitches,Number_of_Pitch_Classes,Range,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Most_Common_Melodic_Interval,Total_Number_of_Notes,Prevalence_of_Dotted_Notes,Average_Note_Duration,Variability_of_Note_Durations,Number_of_Pitched_Instruments
The Black Hawk War,39,9,66,2,75.14,5.316,76,6,2,13.16,2,5074,0.01419,0.2821,0.7513,11
