,Number_of_Pitches,Number_of_Pitch_Classes,Range,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Most_Common_Melodic_Interval,Total_Number_of_Notes,Prevalence_of_Dotted_Notes,Average_Note_Duration,Variability_of_Note_Durations,Number_of_Pitched_Instruments
"C:\Users\Rache\Desktop\music analytics\MIDIS\Sufjan_Stevens_Mystery_of_love.mid",18.0, 7.0, 31.0, 3.0, 61.26, 5.067, 62.0, 2.0, 2.0, 6.308, 5.0, 1772.0, 0.01693, 0.3486, 0.362, 2.0
