0.019618,0.0115787,0.0047564,0.00841046,0.0126303,0.0129769,0.0111526,0.00803549,0.00304337,0.00404734,0.00720815,0.00778582
0.0526239,0.0454526,0.0400922,0.03737,0.0408931,0.0420185,0.0384452,0.0340967,0.0299357,0.0305053,0.0418279,0.0429567
0.0307208,0.033238,0.0294724,0.0230691,0.0263304,0.0191982,0.0163059,0.0187853,0.0134995,0.013083,0.0190881,0.0257485
0.02572,0.0136173,0.0141223,0.0154825,0.0217515,0.0120297,0.00765127,0.0111283,0.00879302,0.00660868,0.0141713,0.028867
0.0124145,0.00654327,0.011035,0.0140015,0.0157457,0.00803622,0.00495788,0.00817047,0.00619293,0.00686336,0.0156952,0.0255023
0.0091535,0.0061872,0.011919,0.012829,0.0126659,0.00582353,0.00588649,0.00949237,0.00569299,0.00542448,0.015417,0.0224648
0.00736397,0.00494035,0.0101555,0.0120386,0.0127575,0.00462786,0.00565142,0.0100308,0.00570278,0.00448488,0.0144982,0.0179074
0.00770385,0.00483724,0.0124018,0.01416,0.0128482,0.0071507,0.00772588,0.0104643,0.00607068,0.00348546,0.0117123,0.0186348
0.00562462,0.00623611,0.0144358,0.0147635,0.0104102,0.0096893,0.0141264,0.0120757,0.00526372,0.00465521,0.0170575,0.0182304
0.00492696,0.00596083,0.0152777,0.014661,0.00921882,0.00937007,0.0129006,0.0105485,0.00438383,0.00535908,0.0119802,0.0153188
0.00546023,0.00534135,0.0124312,0.011759,0.00971108,0.00788673,0.00801171,0.00753344,0.00421725,0.00332743,0.0115684,0.0160578
0.0055363,0.00635098,0.0130955,0.011527,0.00803811,0.00545685,0.00810871,0.00879572,0.00357009,0.00225504,0.0123012,0.0150803
0.00848824,0.00833265,0.013385,0.0122967,0.00809584,0.00261294,0.00720635,0.00880418,0.00329365,0.00188152,0.00608705,0.00908473
0.0213076,0.0132768,0.0140883,0.00871548,0.0159495,0.0137229,0.0134755,0.0141962,0.00526279,0.00327013,0.00940124,0.0162286
0.0532721,0.0511105,0.0395625,0.0330696,0.0377748,0.039811,0.0414371,0.0397538,0.0316486,0.0271558,0.0348852,0.0349181
0.037191,0.0323052,0.0244186,0.0214904,0.0226708,0.015732,0.0215852,0.0222073,0.0137622,0.0112445,0.0176197,0.0324271
0.0332621,0.0176735,0.0169546,0.0258318,0.0289735,0.0129067,0.0124249,0.0220117,0.012476,0.00637426,0.0120824,0.03085
0.0237628,0.0104676,0.00742462,0.012878,0.0166131,0.0118512,0.0065539,0.00896713,0.00722632,0.00460957,0.0168618,0.0291903
