-6.97164,0.189895,0.952576,0.741449,-0.180008,0.124178,0.554531,0.328457,-0.180431,-0.0136037,0.33902,0.162541,-0.15133,-0.174304,0.143637,0.198036,-0.152343,0.10105,-0.120784,-0.171839
-3.87946,0.516051,0.833941,1.19665,0.406079,0.312497,0.33589,0.355111,0.395654,0.344414,0.108442,0.165466,0.20321,0.0512523,0.200906,0.287464,-0.00221248,-0.0273982,-0.111655,-0.143355
-6.60354,1.25244,0.750255,1.28804,0.486715,0.662349,0.753723,0.571883,0.300933,0.128955,0.26645,0.23006,0.139519,-0.0350696,-0.0787575,0.0262793,0.156228,0.0163982,0.0543265,-0.0727817
-7.35451,1.48038,0.671932,1.4379,0.715973,0.941884,0.751248,0.298878,0.226283,-0.0474181,0.114399,0.17041,0.125742,0.0834308,0.113445,-0.0190543,0.0507292,-0.0573336,-0.164632,0.101882
-7.7434,1.53609,0.856486,1.39306,0.770178,0.771526,0.674907,0.461326,0.145677,-0.000273668,0.313991,0.502661,0.0545853,-0.0370527,0.065553,0.0177747,-0.189442,-0.0347916,-0.0372932,0.219163
-8.16381,1.38314,0.740745,1.11768,0.651993,0.776964,0.653291,0.364167,0.450928,0.271766,0.448187,0.232366,0.117468,0.036005,0.101404,0.0428537,-0.0342011,0.167103,0.347836,0.041348
-8.35908,1.35227,1.20661,1.0509,0.579207,0.78787,0.539502,0.326659,0.341767,-0.0107197,0.190265,0.262262,0.0954129,-0.104139,-0.0779162,-0.00518538,-0.0427612,-0.0330335,0.0943936,0.232965
-8.81035,1.38832,0.99781,1.17145,0.813359,0.827627,0.408369,0.0755971,0.387707,0.183261,0.168754,0.212598,0.171096,0.136496,-0.0244581,0.140805,0.114576,0.170057,0.096106,-0.0286303
-9.22016,1.38697,0.989495,1.0659,0.714429,0.976014,0.882165,0.48808,0.574766,0.115439,0.171585,0.304183,0.255951,0.179814,0.126321,0.142603,-0.0404605,-0.0294265,0.0221833,-0.159864
-3.89783,0.122972,0.829459,0.947977,0.155844,0.737286,0.55073,0.496783,0.0205135,-0.0274477,0.420048,0.377114,-0.0377768,0.285371,0.324313,0.172514,-0.0538462,-0.121019,-0.239074,0.0462615
-6.01709,1.17283,0.973087,1.45174,0.183433,0.676898,0.713061,0.517145,0.228146,-0.104043,0.289286,0.299465,0.0308592,0.170576,0.181524,0.29742,0.038061,0.177315,-0.0748823,0.135924
-7.54165,1.70038,0.904248,1.24109,0.46184,0.673806,0.485025,0.340004,0.245734,-0.111483,0.427941,0.33452,0.0651113,0.345206,0.200069,0.190155,-0.107697,0.116472,0.0274631,-0.0255403
-7.74516,1.76245,0.896814,1.188,0.760862,0.557355,0.78015,0.427539,0.232097,0.169807,0.170811,0.0291615,0.115914,0.00981777,0.0151872,0.287489,-0.162956,0.174086,0.0986723,-0.0801942
-8.27645,1.68212,0.963009,1.33589,0.728861,0.808979,0.597946,0.33901,0.255405,0.223489,0.37011,0.346017,0.123626,0.13092,0.192113,0.387265,0.0076206,-0.0584054,-0.0541349,0.0169488
-2.30444,1.39216,0.822945,0.710575,0.64808,0.235358,0.299788,0.143777,-0.0562152,-0.314555,0.0560629,0.394976,0.274133,-0.194176,-0.260699,-0.0594276,-0.0890017,0.153103,0.00249285,-0.0262165
-1.90769,1.31647,-0.662985,0.538792,0.64431,0.1128,0.425787,0.314604,0.0233072,-0.0984293,0.15957,0.389499,0.0727035,0.026913,-0.0397701,-0.195555,-0.0586423,-0.0319843,-0.0200197,0.233973
-3.2432,0.523562,0.0480487,0.614373,0.869241,0.173956,0.279559,0.220538,-0.0908618,-0.189543,0.0191844,0.167776,0.0672537,0.149518,0.0361663,0.0564814,0.0483953,-0.0315098,0.116328,0.239466
