-14.5162,1.15351,-0.312495,0.774937,-1.0211,0.156037,-0.221118,0.867578,0.595256,0.48908,0.375178,0.460272,0.169114,0.314073,0.573242,-0.0663455,-0.338105,-0.338225,0.282133,0.239302
-7.10476,0.592742,-0.406681,0.708703,-0.706401,0.109889,0.0942012,0.909002,0.546172,0.430006,0.480468,0.191374,0.388175,0.02583,0.11553,0.0583709,-0.30489,-0.476085,0.12176,0.310267
-7.35154,1.27926,-0.115202,0.68042,-0.428065,0.0604198,-0.0671628,0.827219,0.365528,0.522948,0.592477,0.285874,0.0580845,-0.188398,0.342008,0.106127,-0.135615,-0.305075,0.116287,0.205183
-6.80751,2.85786,-1.53528,-0.308235,-0.604116,0.435529,0.0873952,0.742452,0.515669,0.638641,0.340226,0.300136,0.287961,0.227376,0.120902,-0.0521242,0.0730256,0.0951349,0.21254,-0.153788
-7.58718,1.07811,1.32731,-0.421721,-0.463625,-0.144427,-0.319506,0.0617018,-0.0263336,-0.103045,0.075038,0.0377697,-0.258926,0.110771,0.0213954,-0.185213,0.134394,0.120916,0.200239,0.157819
-6.72015,0.430768,-0.323684,0.64764,-0.837095,0.386615,-0.697653,0.106269,0.527986,0.348964,-0.195163,-0.25179,-0.0635413,-0.155508,-0.287248,-0.407279,-0.552356,-0.257741,0.184572,0.282318
-8.02737,1.78858,-1.31847,0.866322,-0.676799,0.165537,-0.0109151,-0.320483,0.44782,0.381029,-0.0577059,-0.0243633,-0.311054,-0.0495377,-0.169985,-0.453438,-0.404573,-0.42683,0.0820681,0.375945
-8.40309,1.6722,-0.992684,-0.353015,-0.110845,0.0674643,0.31572,0.207287,0.175763,0.283006,-0.0225691,-0.100183,0.0307631,-0.218236,-0.363545,-0.458691,-0.289853,-0.19436,0.0483529,0.000412914
-9.18592,2.61822,-1.87568,-0.712056,-0.405063,0.634914,0.235017,0.270361,0.0807759,0.0194469,0.188277,0.112747,0.156219,-0.00701894,-0.45229,-0.870937,-0.464404,0.181312,-0.0803226,-0.246868
-10.3963,2.52604,-1.40068,-0.386336,-0.720666,0.445741,0.127639,0.237413,0.239142,0.338932,0.230049,-0.0974254,0.129458,0.131625,-0.530436,-0.654959,-0.344287,0.149553,0.0115812,-0.117694
-2.77102,1.21578,-2.08369,0.620948,-1.01642,0.494616,0.0943715,0.341414,-0.0254766,0.228813,0.114085,0.363621,0.393817,0.290138,0.0594867,0.129543,0.57128,-0.116648,0.140208,-0.299386
-2.78817,0.115298,-1.54473,0.892073,-0.639027,0.315567,-0.232447,0.120057,0.178493,0.235214,-0.08976,0.227649,0.526658,0.363488,0.104324,-0.0435534,0.0923734,-0.102862,0.155913,-0.103252
-3.64102,-0.263745,-1.50563,0.822123,-0.481045,0.270852,-0.187206,0.369198,0.302585,0.515943,0.265989,0.175481,0.163265,0.0189373,0.0849861,-0.36365,0.147464,-0.053199,0.0415641,-0.0793664
-4.83717,-0.263544,-1.88335,0.574078,-0.317093,0.584856,-0.312929,0.370396,0.2506,0.382023,-0.0704835,0.128431,-0.122258,-0.0659589,0.219592,-0.222737,-0.0436037,0.00594613,0.211009,-0.054336
-6.4157,-0.199846,-2.18944,-0.509238,-0.748558,0.725381,0.497004,0.203064,-0.00782907,0.241788,0.130134,0.0594195,0.204445,0.123395,-0.187482,-0.602064,-0.0861893,0.096965,0.0586365,-0.0101747
-6.93649,1.01612,-2.04227,-0.532868,-0.771075,1.03383,0.453197,0.473165,0.160541,0.193112,-0.0896564,0.0320829,0.371339,0.226756,0.153839,-0.281995,-0.0935614,0.00315858,0.104735,-0.322288
-8.20626,1.60782,-1.75586,0.13611,-0.597533,0.422891,0.294464,0.642889,0.374706,0.560199,-0.0957018,0.105495,0.242245,0.226095,0.162976,-0.132649,0.113465,-0.103978,0.0325122,-0.164782
-9.74191,1.73171,-1.60093,0.378161,-0.648565,0.529145,0.0325927,0.630084,0.515654,0.254545,0.235128,0.0674418,0.231934,0.135623,0.306609,-0.110053,0.0663233,-0.15456,0.0990215,-0.037811
-9.47117,0.659827,-0.552043,-0.552119,0.238078,-0.0481226,0.268694,0.310289,0.418275,0.456604,0.237001,0.237214,0.148575,0.223612,-0.0705879,-0.412854,-0.139209,-0.147319,-0.161359,-0.0473613
-7.33374,-0.353323,0.11479,0.294379,-0.937407,0.13804,0.013113,0.511939,0.699009,0.223025,0.175825,0.426693,-0.030455,-0.313929,-0.0664173,-0.175845,-0.291643,-0.359451,-0.0278125,-0.056615
-4.59253,0.0392233,-0.819979,0.576311,-0.743454,0.314021,0.258731,0.673194,0.396802,0.214839,0.219503,0.165178,-0.253907,-0.271901,-0.112589,-0.144462,-0.235901,-0.440057,0.21316,0.219981
