0.000117963,7.0816e-5,3.0546e-5,1.71496e-5,1.43311e-5,1.85784e-5,2.33764e-5,3.07441e-5,4.37237e-5,8.26e-5,0.000139647,0.000151145
0.000705116,0.000173171,1.85404e-5,2.88934e-5,3.84524e-5,4.42597e-5,3.94293e-5,4.75374e-5,6.62165e-5,5.98969e-5,0.000579924,0.00101286
0.00148209,0.000238136,5.06871e-5,3.46862e-5,5.73827e-5,5.59102e-5,3.59343e-5,4.24286e-5,4.80422e-5,0.000103968,0.00111727,0.0023897
0.00220566,0.000304103,5.6621e-5,4.97206e-5,9.19414e-5,8.00148e-5,5.9152e-5,4.86547e-5,3.60231e-5,9.05566e-5,0.00158726,0.003724
0.00276393,0.000314914,4.55301e-5,6.06059e-5,9.25135e-5,7.34108e-5,5.68048e-5,6.07197e-5,3.25513e-5,9.27217e-5,0.00194333,0.00470819
0.00328324,0.000407208,8.60755e-5,7.2036e-5,6.53938e-5,0.000113048,9.73399e-5,7.68001e-5,3.02641e-5,9.09675e-5,0.00207548,0.00531201
0.00365416,0.000674649,9.89921e-5,0.0001311,0.000179236,0.000143234,8.10199e-5,8.82974e-5,6.07889e-5,8.47469e-5,0.00178949,0.00514881
0.00331324,0.000603081,0.00012579,0.000183648,0.000258179,0.00015936,7.78314e-5,7.96672e-5,3.8651e-5,0.000111483,0.00111208,0.00403318
0.00286958,0.000571743,9.95409e-5,0.000224191,0.000350565,0.000193168,6.45396e-5,5.28497e-5,2.11496e-5,7.72231e-5,0.000425457,0.00301947
0.00286716,0.000651234,8.61088e-5,0.000287984,0.000495524,0.000275242,9.63935e-5,7.67129e-5,6.10279e-5,6.44813e-5,0.000580854,0.00307429
0.00311299,0.000593894,8.66642e-5,0.00037391,0.000713788,0.000410495,7.79172e-5,7.36138e-5,6.71579e-5,7.04996e-5,0.000906198,0.00365576
0.00338584,0.000581105,6.67748e-5,0.000474235,0.000968263,0.000573588,0.000156983,7.03738e-5,3.56577e-5,5.23507e-5,0.000911545,0.00405533
0.00398937,0.000668869,0.000139651,0.000716456,0.00135182,0.000766703,0.000142138,0.000117722,6.73437e-5,9.38563e-5,0.00105686,0.00485974
0.00530923,0.000816884,0.00017297,0.000921918,0.00171668,0.000971262,0.000198714,6.26583e-5,4.15551e-5,9.53841e-5,0.00204878,0.00708063
0.00709629,0.00100338,0.00015313,0.00104023,0.00203256,0.00121068,0.00026312,0.00012207,6.15773e-5,0.00014375,0.0035836,0.0104065
0.00888525,0.00104401,0.000186363,0.00109039,0.00221225,0.00138287,0.000273917,0.000169475,8.86115e-5,0.000210184,0.00524386,0.0141456
0.0109335,0.00120351,0.000206993,0.00104528,0.0022914,0.00149584,0.000261327,0.000139061,5.59294e-5,0.000236822,0.00672311,0.0178364
0.0134268,0.00163046,0.000151901,0.000863696,0.0023369,0.00157573,0.000294065,4.66965e-5,9.80941e-5,0.000236432,0.00783602,0.021339
0.0158773,0.0020993,0.000117635,0.000924043,0.00259246,0.0018631,0.000432399,0.000178519,0.000126023,0.000219117,0.00830447,0.0241287
0.0173414,0.00242117,0.000121015,0.0012622,0.00315429,0.00209576,0.000442923,0.000171601,9.79598e-5,0.000201843,0.00832411,0.0254616
0.0177766,0.00251837,0.000215289,0.00162036,0.00377733,0.00253553,0.000594758,0.000170026,6.58243e-5,0.000127266,0.00790808,0.025385
0.0170812,0.00252989,0.000213353,0.0019209,0.00433451,0.00268414,0.000516295,0.000166272,8.11895e-5,0.000138286,0.00746867,0.0240712
0.0151892,0.00230947,0.000280035,0.00226345,0.004798,0.00286245,0.000565924,0.000267249,7.32187e-5,0.000153067,0.00669605,0.021324
0.0125751,0.00197068,0.000188278,0.00207642,0.00479292,0.00301461,0.000580197,0.000231126,9.93984e-5,0.000148625,0.00544698,0.0173206
0.00982536,0.00172186,0.000208679,0.00180936,0.00446978,0.00295163,0.000505746,0.000140621,8.02788e-5,0.000118226,0.00369315,0.0124017
0.00757584,0.00157273,0.000142478,0.00160652,0.00404041,0.00287471,0.000536742,8.81807e-5,6.31972e-5,0.000168273,0.00146288,0.00761234
